physics_kcet,chemistry_kcet,mathematics_kcet,biology_kcet,physics_theory,chemistry_theory,mathematics_theory,biology_theory,rank
0.7774308563103591,1.3433746074014943,0.9356729575929678,1.159846351598003,1.3235151077003755,0.18115036251753897,1.2520526917048467,-0.13527835348432954,17765
0.8185700900759318,-0.12293000665876254,-0.6648074544851964,0.8735733701236813,1.0622480262062586,0.9099842230556751,0.6084537804288841,1.3415503179462163,56394
-2.3529182671424747,-1.2484831298036938,-1.0440412740784808,-1.835913100371946,-1.1902315789627336,-0.8642477467743522,-0.42073694192721184,-0.09520409414990011,177028
0.22668161914494941,-0.919297319202701,0.406405390140747,0.029321484328339552,1.015616541233261,0.00246980042404161,0.41621209051302,1.3415503179462163,91051
-1.0610492666397284,-1.7255683193786988,0.7647604174632164,0.3966432151334192,-0.3304127160006187,0.44344858000844595,-0.6912191030549005,0.06953708547361756,117543
-0.993402049468591,-1.8998040088270394,-0.7650073296963878,-0.6227175412634726,-0.8517103090805659,-0.4177751790996561,-2.67719093357174,-2.1450318044709404,166938
1.4621286015605603,1.4540991114715163,-0.2452766350500484,0.09653974639311813,1.0562073014579538,1.1213504868616242,1.3369375031102095,0.6056779320568069,21413
1.2001737822914071,1.1419232319838242,1.3021606468341576,1.4513573720260626,1.3235151077003755,0.45157777719375447,0.05478911501012863,0.009981922794995851,8926
-0.03960030764596759,0.9065305450471046,0.4188472530815376,0.3487262804860784,0.910990783437522,0.4373645019510607,0.13568765700747773,1.0696894834720378,66613
0.3234616118874906,1.4540991114715163,1.4535614433666166,-0.0340053770461426,1.3235151077003755,1.3300581644585951,-0.44784448181548175,1.3415503179462163,71649
-0.4599061603409563,-0.11980543218622149,-0.7342890509607535,-0.09037144395260559,-0.07278781212672834,0.6298755449619725,-0.7839354856911225,0.9119317548457415,123294
0.637477025673759,-0.0457124933642076,-0.20561489074112013,0.6366483005257279,1.3235151077003755,1.3300581644585951,-0.2237202822128338,1.3415503179462163,29824
